Tiempo(s)	HUM1	V1	HUM2	V2	HUM3	V3	HUM4	V4	HUM5	V5	HUM6	V6	HUM7	V7	HUM8	V8
857.0	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.13
858.0	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14
859.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.12	0.00	0.14	0.40	0.16
860.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.20	0.15
861.0	0.00	0.12	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.12	0.10	0.15	0.20	0.15	0.00	0.13
862.0	0.10	0.15	0.00	0.14	0.00	0.12	0.30	0.16	0.00	0.12	0.10	0.15	0.10	0.15	0.00	0.13
863.0	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15
864.0	0.40	0.16	0.40	0.16	0.10	0.15	0.10	0.15	0.00	0.12	0.30	0.16	0.00	0.13	0.00	0.14
865.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.40	0.16	0.20	0.15	0.00	0.12	0.00	0.14
866.0	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
867.0	0.30	0.16	0.00	0.13	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14
868.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.13	0.10	0.15
870.0	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13
871.0	0.10	0.15	0.00	0.13	0.00	0.12	0.00	0.12	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
872.0	0.30	0.16	0.00	0.13	0.60	0.17	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.10	0.15
873.0	0.00	0.14	0.00	0.11	0.00	0.14	0.00	0.13	0.10	0.15	0.40	0.16	0.00	0.14	0.20	0.15
874.0	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.30	0.16	0.60	0.17	0.30	0.16	0.30	0.16
875.0	0.00	0.13	0.20	0.15	0.20	0.15	0.10	0.15	0.90	0.19	0.40	0.16	0.00	0.14	0.70	0.18
876.0	0.00	0.14	0.40	0.16	0.00	0.13	0.20	0.15	0.30	0.16	0.00	0.11	0.10	0.15	0.00	0.14
877.0	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.13
878.0	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15
879.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.13	0.00	0.12
880.0	0.40	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13
881.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.12	0.00	0.12	0.00	0.13	0.00	0.14
882.0	0.00	0.14	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.14	0.60	0.17	0.00	0.14	0.00	0.13
883.0	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.14
884.0	0.00	0.13	0.40	0.16	0.00	0.13	0.00	0.13	0.00	0.12	0.00	0.13	0.00	0.14	0.00	0.14
885.0	0.00	0.12	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.12	0.10	0.15	0.00	0.13	0.00	0.14
886.0	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.12	0.40	0.16	0.10	0.15	0.00	0.12
887.0	0.10	0.15	0.20	0.15	0.00	0.13	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15
888.0	0.40	0.16	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.13
889.0	0.10	0.15	0.00	0.13	0.00	0.12	0.00	0.14	0.40	0.16	0.50	0.17	0.20	0.15	0.00	0.13
890.0	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.13	0.20	0.15	0.00	0.13	0.00	0.13	0.30	0.16
891.0	0.20	0.15	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14
892.0	0.10	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14
893.0	0.10	0.15	0.00	0.12	0.00	0.11	0.00	0.13	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14
894.0	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14
896.0	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14
897.0	0.00	0.14	0.40	0.16	0.40	0.16	0.30	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.13
898.0	0.10	0.15	0.00	0.12	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13
899.0	0.00	0.14	0.10	0.15	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14
900.0	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13
901.0	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14	0.40	0.16	0.00	0.13	0.20	0.15
902.0	0.00	0.14	0.60	0.17	0.80	0.18	0.20	0.15	0.20	0.15	0.30	0.16	0.40	0.16	0.00	0.14
903.0	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.13	0.10	0.15
904.0	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.13
905.0	0.30	0.16	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.12
906.0	0.20	0.15	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13	0.20	0.15
907.0	0.00	0.14	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.00	0.14
908.0	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15
909.0	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.12	0.00	0.14	0.10	0.15
910.0	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
911.0	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.00	0.13	0.30	0.16	0.20	0.15	0.00	0.14
912.0	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14
913.0	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.30	0.16	0.00	0.14
914.0	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15
915.0	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.13
916.0	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.30	0.16
917.0	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.00	0.12	0.10	0.15	0.00	0.13	0.00	0.13
918.0	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14
919.0	0.10	0.15	0.00	0.13	0.30	0.16	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.13
921.0	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15
922.0	0.00	0.14	0.00	0.13	0.00	0.12	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
923.0	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
924.0	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15
925.0	0.20	0.15	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14
926.0	0.00	0.14	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.13	0.20	0.15	0.20	0.15	0.00	0.14
927.0	0.20	0.15	0.00	0.12	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15
928.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.20	0.15	0.00	0.13
929.0	0.30	0.16	0.10	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14
930.0	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.13	0.00	0.14	0.20	0.15
931.0	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14
932.0	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14
933.0	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.12	0.00	0.14	0.30	0.16
934.0	0.00	0.14	0.00	0.14	0.00	0.13	0.20	0.15	0.10	0.15	0.00	0.12	0.10	0.15	0.00	0.14
935.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
936.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
937.0	0.00	0.14	0.30	0.16	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13
938.0	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15
939.0	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14
940.0	0.20	0.15	0.10	0.15	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13
941.0	0.00	0.13	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14
942.0	0.00	0.14	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.14
943.0	0.10	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15
944.0	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.20	0.15
945.0	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.13
947.0	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14
948.0	0.00	0.14	0.00	0.14	0.00	0.14	0.50	0.17	0.40	0.16	0.30	0.16	0.20	0.15	0.00	0.14
949.0	0.10	0.15	0.40	0.16	0.10	0.15	0.10	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14
950.0	0.00	0.13	0.20	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.12	0.10	0.15	0.00	0.14
951.0	0.20	0.15	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.13	0.10	0.15	0.10	0.15
952.0	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15
953.0	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.12	0.00	0.13	0.10	0.15
954.0	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.13
955.0	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.10	0.15
956.0	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
957.0	0.00	0.14	0.30	0.16	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.12	0.10	0.15
958.0	0.20	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14
959.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14
960.0	0.00	0.13	0.00	0.12	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14
961.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13
962.0	0.00	0.12	0.00	0.13	0.00	0.13	0.00	0.11	0.00	0.12	0.50	0.17	0.00	0.13	0.00	0.14
963.0	0.00	0.14	0.00	0.13	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.12	0.00	0.14	0.00	0.14
964.0	0.10	0.15	0.40	0.16	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.13
965.0	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.12	0.00	0.13	0.10	0.15	0.00	0.13
966.0	0.30	0.16	0.60	0.17	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.11	0.00	0.14	0.00	0.14
967.0	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.14	0.00	0.13
968.0	0.30	0.16	0.00	0.14	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13
969.0	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15
970.0	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.30	0.16
972.0	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.14
973.0	0.20	0.15	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
974.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13
975.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14
976.0	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
977.0	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14
978.0	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.11	0.00	0.12	0.00	0.14	0.00	0.13
979.0	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14
980.0	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15
981.0	0.00	0.13	0.20	0.15	0.00	0.13	0.50	0.17	0.00	0.14	0.00	0.13	0.30	0.16	0.00	0.13
982.0	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.14
983.0	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.14	0.10	0.15
984.0	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.14	0.40	0.16	0.00	0.11	0.30	0.16	0.00	0.14
985.0	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13
986.0	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.13	0.00	0.13	0.00	0.14
987.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.14	0.00	0.13
988.0	0.00	0.13	0.00	0.13	0.00	0.13	0.30	0.16	0.30	0.16	0.50	0.17	0.10	0.15	0.00	0.13
989.0	0.00	0.14	0.00	0.12	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.30	0.16	0.20	0.15
990.0	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14
991.0	0.00	0.14	0.30	0.16	0.40	0.16	0.00	0.14	0.40	0.16	0.00	0.13	0.00	0.14	0.10	0.15
992.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.12	0.00	0.14	0.00	0.14	0.00	0.14
993.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.12	0.00	0.14	0.00	0.14
994.0	0.00	0.14	0.00	0.12	0.00	0.13	0.30	0.16	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.13
995.0	0.00	0.13	0.10	0.15	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
996.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13
998.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.13	0.00	0.14
999.0	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.10	0.15	0.00	0.14
1000.0	0.00	0.12	0.10	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14
1001.0	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.50	0.17	0.30	0.16	0.10	0.15
1002.0	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14
1003.0	0.10	0.15	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.12	0.10	0.15	0.30	0.16
1004.0	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.14	0.60	0.17	0.20	0.15	0.00	0.12	0.00	0.14
1005.0	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.00	0.13	0.00	0.13	0.10	0.15	0.00	0.13
1006.0	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.13
1007.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.12	0.00	0.14	0.00	0.13
1008.0	0.10	0.15	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.11
1009.0	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.20	0.15
1010.0	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.10	0.15	0.30	0.16
1011.0	0.00	0.14	0.30	0.16	0.00	0.13	0.10	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14
1012.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.40	0.16	0.40	0.16
1013.0	0.00	0.13	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.12
1014.0	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14
1015.0	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
1016.0	0.00	0.13	0.00	0.13	0.10	0.15	0.30	0.16	0.50	0.17	0.30	0.16	0.20	0.15	0.00	0.13
1017.0	0.00	0.14	0.00	0.13	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14
1018.0	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.12	0.20	0.15	0.00	0.13
1019.0	0.50	0.17	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.40	0.16
1020.0	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.09	0.70	0.18	0.00	0.13	0.00	0.14	0.20	0.15
1021.0	0.20	0.15	0.00	0.12	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.13	0.00	0.14
1023.0	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14
1024.0	0.00	0.13	0.00	0.14	0.20	0.15	0.40	0.16	0.00	0.13	0.10	0.15	0.00	0.13	0.00	0.14
1025.0	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.12	0.00	0.13	0.00	0.14	0.00	0.13
1026.0	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.11	0.10	0.15	0.00	0.11
1027.0	0.20	0.15	0.10	0.15	0.00	0.12	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15
1028.0	0.00	0.14	0.40	0.16	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.12	0.00	0.13	0.00	0.14
1029.0	0.00	0.13	0.50	0.17	0.10	0.15	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.00	0.13
1030.0	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13	0.40	0.16
1031.0	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15
1032.0	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14
1033.0	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.10	0.15	0.00	0.13
1034.0	0.40	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.13	0.20	0.15	0.30	0.16	0.10	0.15
1035.0	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.12	0.00	0.14	0.00	0.14
1036.0	0.20	0.15	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14
1037.0	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14
1038.0	0.00	0.14	0.60	0.17	0.00	0.14	0.00	0.14	0.00	0.12	0.00	0.12	0.00	0.13	0.00	0.13
1039.0	0.00	0.14	0.00	0.12	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15
1040.0	0.00	0.14	0.00	0.13	0.20	0.15	0.00	0.13	0.00	0.12	0.00	0.14	0.00	0.12	0.00	0.13
1041.0	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.12	0.30	0.16	0.00	0.13
1042.0	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.13	0.20	0.15	0.00	0.11	0.00	0.13	0.00	0.14
1043.0	0.00	0.13	0.00	0.13	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.12	0.20	0.15
1044.0	0.20	0.15	0.00	0.13	0.00	0.13	0.30	0.16	0.40	0.16	0.50	0.17	0.30	0.16	0.00	0.14
1045.0	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15
1046.0	0.00	0.13	0.00	0.13	0.00	0.14	0.30	0.16	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.14
1048.0	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.14
1049.0	0.00	0.14	0.00	0.12	0.00	0.13	0.00	0.14	0.00	0.13	0.00	0.12	0.00	0.14	0.20	0.15
1050.0	0.10	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.14
1051.0	0.10	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.13	0.40	0.16	0.00	0.12	0.00	0.14
1052.0	0.00	0.14	0.10	0.15	0.00	0.13	0.00	0.13	0.10	0.15	0.40	0.16	0.00	0.13	0.30	0.16
1053.0	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.14	0.00	0.14	0.00	0.13
1054.0	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
1055.0	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.12	0.00	0.13	0.00	0.13	0.00	0.13
1056.0	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.13	0.00	0.13	0.10	0.15	0.10	0.15	0.10	0.15
1057.0	0.30	0.16	0.20	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14
1058.0	0.00	0.14	0.00	0.13	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.00	0.12
1059.0	0.30	0.16	0.00	0.13	0.00	0.14	0.20	0.15	0.00	0.13	0.00	0.13	0.20	0.15	0.30	0.16
1060.0	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.13	0.30	0.16	0.10	0.15	0.00	0.14
1061.0	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.13
1062.0	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.12	0.30	0.16	0.00	0.13	0.00	0.13
1063.0	0.00	0.13	0.40	0.16	0.00	0.11	0.10	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.13
1064.0	0.00	0.14	0.00	0.12	0.10	0.15	0.00	0.13	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.12
1065.0	0.00	0.14	0.00	0.13	0.00	0.13	0.00	0.13	0.00	0.10	0.00	0.14	0.40	0.16	0.20	0.15
1066.0	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.13
1067.0	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.13	0.00	0.14
